Protein Name,String 1,String 2,String 3
VFG001949(gb|YP_002344804) (Cj1421c) sugar transferase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344804,Cj1421c,VF0323
VFG001950(gb|YP_002344805) (Cj1422c) sugar transferase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344805,Cj1422c,VF0323
VFG001951(gb|YP_002344806) (hddC) D-glycero-D-manno-heptose 1-phosphate guanosyltransferase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344806,hddC,VF0323
VFG001952(gb|YP_002344807) (gmhA2) phosphoheptose isomerase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344807,gmhA2,VF0323
VFG001953(gb|YP_002344808) (hddA) D-glycero-D-manno-heptose 7-phosphate kinase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344808,hddA,VF0323
VFG001954(gb|YP_002344809) (Cj1426c) methyltransferase family protein [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344809,Cj1426c,VF0323
VFG001955(gb|YP_002344810) (Cj1427c) sugar-nucleotide epimerase/dehydratease [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344810,Cj1427c,VF0323
VFG001956(gb|YP_002344811) (fcl) GDP-L-fucose synthetase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344811,fcl,VF0323
VFG001957(gb|YP_002344812) (Cj1429c) hypothetical protein [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344812,Cj1429c,VF0323
"VFG001958(gb|YP_002344813) (rfbC) dTDP-4-dehydrorhamnose 3,5-epimerase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168]",gb|YP_002344813,rfbC,VF0323
VFG001959(gb|YP_002344814) (hddC) capsular polysaccharide heptosyltransferase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344814,hddC,VF0323
VFG001960(gb|YP_002344815) (Cj1432c) sugar transferase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344815,Cj1432c,VF0323
VFG001961(gb|YP_002344816) (Cj1433c) hypothetical protein [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344816,Cj1433c,VF0323
VFG001962(gb|YP_002344817) (Cj1434c) sugar transferase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344817,Cj1434c,VF0323
VFG001963(gb|YP_002344818) (Cj1435c) phosphatase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344818,Cj1435c,VF0323
VFG001964(gb|YP_002344819) (Cj1436c) aminotransferase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344819,Cj1436c,VF0323
VFG001965(gb|YP_002344820) (Cj1437c) aminotransferase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344820,Cj1437c,VF0323
VFG001966(gb|YP_002344821) (Cj1438c) sugar transferase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344821,Cj1438c,VF0323
VFG001967(gb|YP_002344822) (glf) UDP-galactopyranose mutase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344822,glf,VF0323
VFG001968(gb|YP_002344823) (Cj1440c) sugar transferase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344823,Cj1440c,VF0323
VFG001969(gb|YP_002344824) (kfiD) UDP-glucose 6-dehydrogenase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344824,kfiD,VF0323
VFG001970(gb|YP_002344825) (Cj1442c) sugar transferase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344825,Cj1442c,VF0323
VFG001971(gb|YP_002344826) (kpsF) D-arabinose 5-phosphate isomerase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344826,kpsF,VF0323
VFG001972(gb|YP_002344827) (kpsD) capsule polysaccharide ABC transporter substrate-binding protein [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344827,kpsD,VF0323
VFG001973(gb|YP_002344828) (kpsE) capsule polysaccharide ABC transporter permease [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344828,kpsE,VF0323
VFG001974(gb|YP_002344829) (kpsT) capsule polysaccharide ABC transporter ATP-binding protein [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344829,kpsT,VF0323
VFG001975(gb|YP_002344830) (kpsM) capsule polysaccharide ABC transporter permease [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344830,kpsM,VF0323
VFG001976(gb|WP_011117548) (virB8) Type IV secretion system protein VirB8 [Type IV secretion system (VF0325) - Effector delivery system (VFC0086)] [Campylobacter jejuni subsp. jejuni 81-176],gb|WP_011117548,virB8,VF0325
VFG001977(gb|WP_011117549) (virB9) Type IV secretion system protein VirB9 [Type IV secretion system (VF0325) - Effector delivery system (VFC0086)] [Campylobacter jejuni subsp. jejuni 81-176],gb|WP_011117549,virB9,VF0325
VFG001978(gb|WP_011117550) (virB10) Type IV secretion system protein VirB10 [Type IV secretion system (VF0325) - Effector delivery system (VFC0086)] [Campylobacter jejuni subsp. jejuni 81-176],gb|WP_011117550,virB10,VF0325
VFG001980(gb|WP_011117553) (virD4) Type IV secretion system protein VirD4 [Type IV secretion system (VF0325) - Effector delivery system (VFC0086)] [Campylobacter jejuni subsp. jejuni 81-176],gb|WP_011117553,virD4,VF0325
VFG001983(gb|YP_002344319) (pebA) bifunctional adhesin/ABC transporter aspartate/glutamate-binding protein [PEB1 (VF0327) - Adherence (VFC0001)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344319,pebA,VF0327
VFG001984(gb|YP_002344378) (jlpA) lipoprotein [JlpA (VF0329) - Adherence (VFC0001)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344378,jlpA,VF0329
VFG001985(gb|YP_002344650) (porA) major outer membrane protein [MOMP (VF0328) - Adherence (VFC0001)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344650,porA,VF0328
VFG001986(gb|YP_002344796) (kpsS) capsule polysaccharide modification protein [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344796,kpsS,VF0323
VFG001987(gb|YP_002344797) (kpsC) capsule polysaccharide modification protein [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344797,kpsC,VF0323
VFG001988(gb|YP_002344798) (cysC) adenylyl-sulfate kinase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344798,cysC,VF0323
VFG001989(gb|YP_002344799) (Cj1416c) sugar nucleotidyltransferase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344799,Cj1416c,VF0323
VFG002024(gb|YP_002344526) (waaC) heptosyltransferase I [LOS (VF0326) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344526,waaC,VF0326
VFG002025(gb|YP_002344527) (htrB) lipid A biosynthesis lauroyl acyltransferase [LOS (VF0326) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344527,htrB,VF0326
VFG002026(gb|YP_002344540) (gmhA) phosphoheptose isomerase [LOS (VF0326) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344540,gmhA,VF0326
VFG002027(gb|YP_002344541) (hldE) bifunctional D-beta-D-heptose 7-phosphate kinase/D-beta-D-heptose 1-phosphate adenylyltransferase [LOS (VF0326) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344541,hldE,VF0326
VFG002028(gb|YP_002344542) (hldD) ADP-glyceromanno-heptose 6-epimerase [LOS (VF0326) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344542,hldD,VF0326
VFG011668(gb|YP_002344800) (Cj1417c) amidotransferase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344800,Cj1417c,VF0323
VFG011671(gb|YP_002344801) (Cj1418c) hypothetical protein [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344801,Cj1418c,VF0323
VFG011674(gb|YP_002344802) (Cj1419c) methyltransferase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344802,Cj1419c,VF0323
VFG011677(gb|YP_002344803) (Cj1420c) methyltransferase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344803,Cj1420c,VF0323
VFG011757(gb|WP_011117594) (virB4) Type IV secretion system protein VirB4 [Type IV secretion system (VF0325) - Effector delivery system (VFC0086)] [Campylobacter jejuni subsp. jejuni 81-176],gb|WP_011117594,virB4,VF0325
"VFG011823(gb|YP_002344543) (gmhB) D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase [LOS (VF0326) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168]",gb|YP_002344543,gmhB,VF0326
VFG011826(gb|YP_002343512) (fliK) flagellar hook-length control protein FliK [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002343512,fliK,VF0114
VFG011850(gb|YP_002343527) (flhG) ATP-binding protein [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002343527,flhG,VF0114
VFG011938(gb|YP_002344283) (Cj0883c) transcriptional regulator [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344283,Cj0883c,VF0114
VFG011946(gb|YP_002344419) (flgR) sigma-54 associated transcriptional activator [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344419,flgR,VF0114
"VFG012002(gb|YP_002344683) (pseB) UDP-GlcNAc-specific C4,6 dehydratase/C5 epimerase [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168]",gb|YP_002344683,pseB,VF0114
VFG012006(gb|YP_002344684) (pseC) C4 aminotransferase [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344684,pseC,VF0114
VFG012009(gb|YP_002344701) (pseF) acylneuraminate cytidylyltransferase [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344701,pseF,VF0114
VFG012019(gb|YP_002344706) (pseA) pseudaminic acid biosynthesis PseA protein [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344706,pseA,VF0114
VFG012022(gb|YP_002344707) (pseI) N-acetylneuraminic acid synthetase [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344707,pseI,VF0114
VFG012033(gb|YP_002344722) (pseD/maf2) motility accessory factor PseD [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344722,pseD/maf2,VF0114
VFG012036(gb|YP_002344725) (pseE/maf5) motility accessory factor PseE [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344725,pseE/maf5,VF0114
VFG043392(gb|YP_002343698) (eptC) phosphoethanolamine transferase [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002343698,eptC,VF0114
VFG043393(gb|YP_002343724) (cheW) chemotaxis protein [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002343724,cheW,VF0114
VFG043394(gb|YP_002343725) (cheA) chemotaxis histidine kinase [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002343725,cheA,VF0114
VFG043395(gb|YP_002343726) (cheV) chemotaxis protein [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002343726,cheV,VF0114
VFG043396(gb|YP_002344093) (rpoN) RNA polymerase factor sigma-54 [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344093,rpoN,VF0114
VFG043397(gb|YP_002344176) (flgA) flagellar basal body P-ring biosynthesis protein FlgA [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344176,flgA,VF0114
VFG043398(gb|YP_002344200) (flgS) signal transduction histidine kinase [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344200,flgS,VF0114
VFG043399(gb|YP_002344420) (flgQ) required for flagellar motility [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344420,flgQ,VF0114
VFG043400(gb|YP_002344421) (flgP) required for flagellar motility [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344421,flgP,VF0114
VFG043401(gb|YP_002344468) (fliW) flagellar assembly protein FliW [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344468,fliW,VF0114
VFG043402(gb|YP_002344511) (cheY) chemotaxis regulatory protein [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344511,cheY,VF0114
VFG043403(gb|YP_002344724) (maf4) motility accessory factor [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344724,maf4,VF0114
VFG043404(gb|YP_002344845) (flgJ) flagellar rod assembly protein/muramidase FlgJ [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344845,flgJ,VF0114
VFG043405(gb|YP_002344846) (flgM) negative regulator of flagellin synthesis [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344846,flgM,VF0114
VFG043472(gb|YP_002344670) (Cj1279c) fibronectin domain-containing lipoprotein [FlpA (VF0637) - Adherence (VFC0001)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344670,Cj1279c,VF0637
VFG045341(gb|YP_002344633) (ciaC) Campylobacter invasion antigen C [CiaC (VF0415) - Invasion (VFC0083)] [Campylobacter jejuni subsp. jejuni NCTC 11168],gb|YP_002344633,ciaC,VF0415
VFG002124(gb|NP_219591) (scc1) chaperone for CopN [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_219591,scc1,VF0344
VFG002125(gb|NP_219592) (copN) Type III secretion system effector CopN [TTSS secreted effectors (VF0711) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_219592,copN,VF0711
VFG002126(gb|NP_219593) (cdsV) Type III secretion protein CdsV [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_219593,cdsV,VF0344
VFG002127(gb|NP_219594) (cdsU) Type III secretion protein CdsU [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_219594,cdsU,VF0344
VFG002128(gb|NP_220074) (cdsJ) Type III secretion system inner membrane ring complex protein CdsJ [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220074,cdsJ,VF0344
VFG002129(gb|NP_220075) (CT_560) hypothetical protein [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220075,CT_560,VF0344
VFG002130(gb|NP_220076) (cdsL) type III secretion translocase [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220076,cdsL,VF0344
VFG002131(gb|NP_220077) (cdsR) type III secretion protein [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220077,cdsR,VF0344
VFG002132(gb|NP_220078) (cdsS) Yop proteins translocation protein S [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220078,cdsS,VF0344
VFG002133(gb|NP_220079) (cdsT) Yop proteins translocation protein T [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220079,cdsT,VF0344
VFG002134(gb|NP_220091) (scc2) chaperone for CopD [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220091,scc2,VF0344
VFG002135(gb|NP_220092) (CT_577) hypothetical protein [TTSS secreted effectors (VF0711) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220092,CT_577,VF0711
VFG002136(gb|NP_220093) (copB) Type III secretion system translocator CopB [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220093,copB,VF0344
VFG002137(gb|NP_220094) (copD) Type III secretion system translocator CopD [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220094,copD,VF0344
VFG002138(gb|NP_220182) (scc4) chaperone for CopN [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220182,scc4,VF0344
VFG002139(gb|NP_220183) (cdsD) Type III secretion system inner membrane ring complex protein CdsD [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220183,cdsD,VF0344
VFG002140(gb|NP_220184) (cdsE) Type III secretion system protein CdsE [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220184,cdsE,VF0344
VFG002141(gb|NP_220185) (cdsF) Type III secretion system needle-filament protein CdsF [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220185,cdsF,VF0344
VFG002142(gb|NP_220186) (cdsG) Type III secretion system protein CdsG [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220186,cdsG,VF0344
VFG002143(gb|NP_220187) (CT_668) putative TTSS related protein [TTSS secreted effectors (VF0711) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220187,CT_668,VF0711
VFG002144(gb|NP_220188) (cdsN) Type III secretion system ATPase [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220188,cdsN,VF0344
"VFG002145(gb|NP_220189) (cdsO) Type III secretion system protein CdsO, YscO homolog [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX]",gb|NP_220189,cdsO,VF0344
"VFG002146(gb|NP_220190) (cdsP) Type III secretion system protein CdsP, YscP homolog [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX]",gb|NP_220190,cdsP,VF0344
VFG002147(gb|NP_220191) (cdsQ) Type III secretion system C-ring protein CdsQ [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220191,cdsQ,VF0344
VFG002148(gb|NP_220192) (pkn5) serine/threonine protein kinase [TTSS secreted effectors (VF0711) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220192,pkn5,VF0711
VFG002149(gb|NP_220193) (cdsC) Type III secretion system protein CdsC [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220193,cdsC,VF0344
VFG002150(gb|NP_220382) (copD2) Type III secretion system translocator CopD2 [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220382,copD2,VF0344
VFG002151(gb|NP_220383) (copB2) Type III secretion system translocator CopB2 [TTSS (VF0344) - Effector delivery system (VFC0086)] [Chlamydia trachomatis D/UW-3/CX],gb|NP_220383,copB2,VF0344
